folder,expression,sex_identity,appearance_identity,identity_family,side,A_view,C_view,B_view,A_distance,C_distance,B_distance,A_B_lead,A_before_B,n_viewpoints,reference_viewpoint,true_folder
Male_Expressions Desire 02,Expressions Desire,Male,Male_Base,Male,right,116.0,127.0,130.0,9,20.0,23.0,14.0,1,215,107,Male_Expressions Desire 02
Male_Expressions Desire 03,Expressions Desire,Male,Male_Base,Male,left,101.0,96.0,94.0,6,11.0,13.0,7.0,1,215,107,Male_Expressions Desire 03
Male_Expressions Desire 03,Expressions Desire,Male,Male_Base,Male,right,114.0,118.0,119.0,7,11.0,12.0,5.0,1,215,107,Male_Expressions Desire 03
Male_Expressions Desire 04,Expressions Desire,Male,Male_Base,Male,left,103.0,45.0,33.0,4,62.0,74.0,70.0,1,215,107,Male_Expressions Desire 04
Male_Expressions Desire 04,Expressions Desire,Male,Male_Base,Male,right,111.0,117.0,117.0,4,10.0,10.0,6.0,1,215,107,Male_Expressions Desire 04
Male_Expressions Desire 05,Expressions Desire,Male,Male_Base,Male,left,101.0,76.0,73.0,6,31.0,34.0,28.0,1,215,107,Male_Expressions Desire 05
Male_Expressions Desire 05,Expressions Desire,Male,Male_Base,Male,right,115.0,119.0,120.0,8,12.0,13.0,5.0,1,215,107,Male_Expressions Desire 05
Male_Expressions Disgust 01,Expressions Disgust,Male,Male_Base,Male,left,100.0,97.0,93.0,7,10.0,14.0,7.0,1,215,107,Male_Expressions Disgust 01
Male_Expressions Disgust 01,Expressions Disgust,Male,Male_Base,Male,right,114.0,120.0,121.0,7,13.0,14.0,7.0,1,215,107,Male_Expressions Disgust 01
Male_Expressions Disgust 02,Expressions Disgust,Male,Male_Base,Male,left,102.0,91.0,89.0,5,16.0,18.0,13.0,1,215,107,Male_Expressions Disgust 02
Male_Expressions Disgust 02,Expressions Disgust,Male,Male_Base,Male,right,114.0,119.0,120.0,7,12.0,13.0,6.0,1,215,107,Male_Expressions Disgust 02
Male_Expressions Disgust 03,Expressions Disgust,Male,Male_Base,Male,left,101.0,101.0,99.0,6,6.0,8.0,2.0,1,215,107,Male_Expressions Disgust 03
Male_Expressions Disgust 03,Expressions Disgust,Male,Male_Base,Male,right,113.0,113.0,114.0,6,6.0,7.0,1.0,1,215,107,Male_Expressions Disgust 03
Male_Expressions Disgust 04,Expressions Disgust,Male,Male_Base,Male,left,102.0,38.0,38.0,5,69.0,69.0,64.0,1,215,107,Male_Expressions Disgust 04
Male_Expressions Disgust 04,Expressions Disgust,Male,Male_Base,Male,right,113.0,181.0,181.0,6,74.0,74.0,68.0,1,215,107,Male_Expressions Disgust 04
Male_Expressions Disgust 05,Expressions Disgust,Male,Male_Base,Male,left,101.0,95.0,93.0,6,12.0,14.0,8.0,1,215,107,Male_Expressions Disgust 05
Male_Expressions Disgust 05,Expressions Disgust,Male,Male_Base,Male,right,113.0,119.0,120.0,6,12.0,13.0,7.0,1,215,107,Male_Expressions Disgust 05
Male_Expressions Excitement 01,Expressions Excitement,Male,Male_Base,Male,left,101.0,95.0,91.0,6,12.0,16.0,10.0,1,215,107,Male_Expressions Excitement 01
Male_Expressions Excitement 01,Expressions Excitement,Male,Male_Base,Male,right,112.0,117.0,118.0,5,10.0,11.0,6.0,1,215,107,Male_Expressions Excitement 01
Male_Expressions Excitement 02,Expressions Excitement,Male,Male_Base,Male,left,102.0,89.0,89.0,5,18.0,18.0,13.0,1,215,107,Male_Expressions Excitement 02
Male_Expressions Excitement 02,Expressions Excitement,Male,Male_Base,Male,right,113.0,120.0,122.0,6,13.0,15.0,9.0,1,215,107,Male_Expressions Excitement 02
Male_Expressions Excitement 03,Expressions Excitement,Male,Male_Base,Male,left,102.0,95.0,95.0,5,12.0,12.0,7.0,1,215,107,Male_Expressions Excitement 03
Male_Expressions Excitement 03,Expressions Excitement,Male,Male_Base,Male,right,113.0,114.0,120.0,6,7.0,13.0,7.0,1,215,107,Male_Expressions Excitement 03
Male_Expressions Excitement 04,Expressions Excitement,Male,Male_Base,Male,left,102.0,100.0,95.0,5,7.0,12.0,7.0,1,215,107,Male_Expressions Excitement 04
Male_Expressions Excitement 04,Expressions Excitement,Male,Male_Base,Male,right,114.0,115.0,116.0,7,8.0,9.0,2.0,1,215,107,Male_Expressions Excitement 04
Male_Expressions Excitement 05,Expressions Excitement,Male,Male_Base,Male,left,100.0,95.0,95.0,7,12.0,12.0,5.0,1,215,107,Male_Expressions Excitement 05
Male_Expressions Excitement 05,Expressions Excitement,Male,Male_Base,Male,right,115.0,124.0,125.0,8,17.0,18.0,10.0,1,215,107,Male_Expressions Excitement 05
Male_Expressions Fear 01,Expressions Fear,Male,Male_Base,Male,left,100.0,94.0,92.0,7,13.0,15.0,8.0,1,215,107,Male_Expressions Fear 01
Male_Expressions Fear 01,Expressions Fear,Male,Male_Base,Male,right,114.0,116.0,116.0,7,9.0,9.0,2.0,1,215,107,Male_Expressions Fear 01
Male_Expressions Fear 02,Expressions Fear,Male,Male_Base,Male,left,102.0,93.0,93.0,5,14.0,14.0,9.0,1,215,107,Male_Expressions Fear 02
Male_Expressions Fear 02,Expressions Fear,Male,Male_Base,Male,right,113.0,122.0,127.0,6,15.0,20.0,14.0,1,215,107,Male_Expressions Fear 02
Male_Expressions Fear 03,Expressions Fear,Male,Male_Base,Male,left,100.0,98.0,97.0,7,9.0,10.0,3.0,1,215,107,Male_Expressions Fear 03
Male_Expressions Fear 03,Expressions Fear,Male,Male_Base,Male,right,114.0,116.0,116.0,7,9.0,9.0,2.0,1,215,107,Male_Expressions Fear 03
Male_Expressions Fear 04,Expressions Fear,Male,Male_Base,Male,left,100.0,100.0,99.0,7,7.0,8.0,1.0,1,215,107,Male_Expressions Fear 04
Male_Expressions Fear 04,Expressions Fear,Male,Male_Base,Male,right,114.0,113.0,115.0,7,6.0,8.0,1.0,1,215,107,Male_Expressions Fear 04
Male_Expressions Fear 05,Expressions Fear,Male,Male_Base,Male,left,101.0,94.0,91.0,6,13.0,16.0,10.0,1,215,107,Male_Expressions Fear 05
Male_Expressions Fear 05,Expressions Fear,Male,Male_Base,Male,right,114.0,118.0,120.0,7,11.0,13.0,6.0,1,215,107,Male_Expressions Fear 05
Male_Expressions Happiness 01,Expressions Happiness,Male,Male_Base,Male,left,102.0,89.0,89.0,5,18.0,18.0,13.0,1,215,107,Male_Expressions Happiness 01
Male_Expressions Happiness 01,Expressions Happiness,Male,Male_Base,Male,right,115.0,116.0,117.0,8,9.0,10.0,2.0,1,215,107,Male_Expressions Happiness 01
Male_Expressions Happiness 02,Expressions Happiness,Male,Male_Base,Male,left,101.0,86.0,84.0,6,21.0,23.0,17.0,1,215,107,Male_Expressions Happiness 02
Male_Expressions Happiness 02,Expressions Happiness,Male,Male_Base,Male,right,114.0,120.0,123.0,7,13.0,16.0,9.0,1,215,107,Male_Expressions Happiness 02
Male_Expressions Happiness 03,Expressions Happiness,Male,Male_Base,Male,left,101.0,70.0,68.0,6,37.0,39.0,33.0,1,215,107,Male_Expressions Happiness 03
Male_Expressions Happiness 03,Expressions Happiness,Male,Male_Base,Male,right,115.0,123.0,123.0,8,16.0,16.0,8.0,1,215,107,Male_Expressions Happiness 03
Male_Expressions Happiness 04,Expressions Happiness,Male,Male_Base,Male,left,101.0,93.0,93.0,6,14.0,14.0,8.0,1,215,107,Male_Expressions Happiness 04
Male_Expressions Happiness 04,Expressions Happiness,Male,Male_Base,Male,right,116.0,121.0,123.0,9,14.0,16.0,7.0,1,215,107,Male_Expressions Happiness 04
Male_Expressions Happiness 05,Expressions Happiness,Male,Male_Base,Male,left,101.0,80.0,78.0,6,27.0,29.0,23.0,1,215,107,Male_Expressions Happiness 05
Male_Expressions Happiness 05,Expressions Happiness,Male,Male_Base,Male,right,115.0,155.0,158.0,8,48.0,51.0,43.0,1,215,107,Male_Expressions Happiness 05
Male_Expressions Sadness 01,Expressions Sadness,Male,Male_Base,Male,left,101.0,92.0,92.0,6,15.0,15.0,9.0,1,215,107,Male_Expressions Sadness 01
Male_Expressions Sadness 01,Expressions Sadness,Male,Male_Base,Male,right,117.0,118.0,120.0,10,11.0,13.0,3.0,1,215,107,Male_Expressions Sadness 01
Male_Expressions Sadness 02,Expressions Sadness,Male,Male_Base,Male,left,101.0,91.0,91.0,6,16.0,16.0,10.0,1,215,107,Male_Expressions Sadness 02
Male_Expressions Sadness 02,Expressions Sadness,Male,Male_Base,Male,right,113.0,117.0,123.0,6,10.0,16.0,10.0,1,215,107,Male_Expressions Sadness 02
Male_Expressions Sadness 03,Expressions Sadness,Male,Male_Base,Male,left,102.0,95.0,92.0,5,12.0,15.0,10.0,1,215,107,Male_Expressions Sadness 03
Male_Expressions Sadness 03,Expressions Sadness,Male,Male_Base,Male,right,114.0,114.0,118.0,7,7.0,11.0,4.0,1,215,107,Male_Expressions Sadness 03
Male_Expressions Sadness 04,Expressions Sadness,Male,Male_Base,Male,left,101.0,100.0,99.0,6,7.0,8.0,2.0,1,215,107,Male_Expressions Sadness 04
Male_Expressions Sadness 04,Expressions Sadness,Male,Male_Base,Male,right,115.0,116.0,117.0,8,9.0,10.0,2.0,1,215,107,Male_Expressions Sadness 04
Male_Expressions Sadness 05,Expressions Sadness,Male,Male_Base,Male,left,101.0,89.0,87.0,6,18.0,20.0,14.0,1,215,107,Male_Expressions Sadness 05
Male_Expressions Sadness 05,Expressions Sadness,Male,Male_Base,Male,right,115.0,120.0,120.0,8,13.0,13.0,5.0,1,215,107,Male_Expressions Sadness 05
Male_Expressions Surprise 01,Expressions Surprise,Male,Male_Base,Male,left,99.0,85.0,76.0,8,22.0,31.0,23.0,1,215,107,Male_Expressions Surprise 01
Male_Expressions Surprise 01,Expressions Surprise,Male,Male_Base,Male,right,114.0,129.0,130.0,7,22.0,23.0,16.0,1,215,107,Male_Expressions Surprise 01
Male_Expressions Surprise 02,Expressions Surprise,Male,Male_Base,Male,left,102.0,93.0,87.0,5,14.0,20.0,15.0,1,215,107,Male_Expressions Surprise 02
Male_Expressions Surprise 02,Expressions Surprise,Male,Male_Base,Male,right,114.0,120.0,121.0,7,13.0,14.0,7.0,1,215,107,Male_Expressions Surprise 02
Male_Expressions Surprise 03,Expressions Surprise,Male,Male_Base,Male,left,100.0,97.0,97.0,7,10.0,10.0,3.0,1,215,107,Male_Expressions Surprise 03
Male_Expressions Surprise 03,Expressions Surprise,Male,Male_Base,Male,right,116.0,120.0,122.0,9,13.0,15.0,6.0,1,215,107,Male_Expressions Surprise 03
Male_Expressions Surprise 04,Expressions Surprise,Male,Male_Base,Male,left,99.0,92.0,90.0,8,15.0,17.0,9.0,1,215,107,Male_Expressions Surprise 04
Male_Expressions Surprise 04,Expressions Surprise,Male,Male_Base,Male,right,117.0,124.0,130.0,10,17.0,23.0,13.0,1,215,107,Male_Expressions Surprise 04
Male_Expressions Surprise 05,Expressions Surprise,Male,Male_Base,Male,left,102.0,52.0,51.0,5,55.0,56.0,51.0,1,215,107,Male_Expressions Surprise 05
Male_Expressions Surprise 05,Expressions Surprise,Male,Male_Base,Male,right,116.0,136.0,136.0,9,29.0,29.0,20.0,1,215,107,Male_Expressions Surprise 05
Male_Eyeglasses 1,Eyeglasses,Male,Male_Base,Male,left,103.0,19.0,8.0,4,88.0,99.0,95.0,1,215,107,Male_Eyeglasses 1
Male_Eyeglasses 1,Eyeglasses,Male,Male_Base,Male,right,108.0,208.0,208.0,1,101.0,101.0,100.0,1,215,107,Male_Eyeglasses 1
Male_Fear 01,Fear,Male,Male_Base,Male,left,99.0,89.0,85.0,8,18.0,22.0,14.0,1,215,107,Male_Fear 01
Male_Fear 01,Fear,Male,Male_Base,Male,right,115.0,127.0,127.0,8,20.0,20.0,12.0,1,215,107,Male_Fear 01
Male_Fear 02,Fear,Male,Male_Base,Male,left,101.0,92.0,91.0,6,15.0,16.0,10.0,1,215,107,Male_Fear 02
Male_Fear 02,Fear,Male,Male_Base,Male,right,114.0,124.0,126.0,7,17.0,19.0,12.0,1,215,107,Male_Fear 02
Male_Fear 03,Fear,Male,Male_Base,Male,left,101.0,88.0,87.0,6,19.0,20.0,14.0,1,215,107,Male_Fear 03
Male_Fear 03,Fear,Male,Male_Base,Male,right,113.0,124.0,124.0,6,17.0,17.0,11.0,1,215,107,Male_Fear 03
Male_Fear 04,Fear,Male,Male_Base,Male,left,100.0,92.0,86.0,7,15.0,21.0,14.0,1,215,107,Male_Fear 04
Male_Fear 04,Fear,Male,Male_Base,Male,right,116.0,112.0,117.0,9,5.0,10.0,1.0,1,215,107,Male_Fear 04
Male_Fear 05,Fear,Male,Male_Base,Male,left,99.0,91.0,80.0,8,16.0,27.0,19.0,1,215,107,Male_Fear 05
Male_Fear 05,Fear,Male,Male_Base,Male,right,117.0,131.0,133.0,10,24.0,26.0,16.0,1,215,107,Male_Fear 05
Male_Fierce Cutthroat,Fierce Cutthroat,Male,Male_Base,Male,left,98.0,101.0,75.0,9,6.0,32.0,23.0,1,215,107,Male_Fierce Cutthroat
Male_Fierce Cutthroat,Fierce Cutthroat,Male,Male_Base,Male,right,109.0,114.0,115.0,2,7.0,8.0,6.0,1,215,107,Male_Fierce Cutthroat
Male_Fierce Fiery,Fierce Fiery,Male,Male_Base,Male,left,102.0,88.0,88.0,5,19.0,19.0,14.0,1,215,107,Male_Fierce Fiery
Male_Fierce Fiery,Fierce Fiery,Male,Male_Base,Male,right,108.0,121.0,122.0,1,14.0,15.0,14.0,1,215,107,Male_Fierce Fiery
Male_Fierce Savage,Fierce Savage,Male,Male_Base,Male,left,101.0,106.0,98.0,6,1.0,9.0,3.0,1,215,107,Male_Fierce Savage
Male_Fierce Savage,Fierce Savage,Male,Male_Base,Male,right,108.0,130.0,131.0,1,23.0,24.0,23.0,1,215,107,Male_Fierce Savage
Male_Happy 01,Happy,Male,Male_Base,Male,left,101.0,55.0,54.0,6,52.0,53.0,47.0,1,215,107,Male_Happy 01
Male_Happy 01,Happy,Male,Male_Base,Male,right,114.0,120.0,124.0,7,13.0,17.0,10.0,1,215,107,Male_Happy 01
Male_Happy 02,Happy,Male,Male_Base,Male,left,102.0,99.0,95.0,5,8.0,12.0,7.0,1,215,107,Male_Happy 02
Male_Happy 02,Happy,Male,Male_Base,Male,right,113.0,113.0,113.0,6,6.0,6.0,0.0,0,215,107,Male_Happy 02
Male_Happy 03,Happy,Male,Male_Base,Male,left,102.0,102.0,93.0,5,5.0,14.0,9.0,1,215,107,Male_Happy 03
Male_Happy 03,Happy,Male,Male_Base,Male,right,113.0,121.0,123.0,6,14.0,16.0,10.0,1,215,107,Male_Happy 03
Male_Happy 04,Happy,Male,Male_Base,Male,left,101.0,98.0,94.0,6,9.0,13.0,7.0,1,215,107,Male_Happy 04
Male_Happy 04,Happy,Male,Male_Base,Male,right,114.0,115.0,116.0,7,8.0,9.0,2.0,1,215,107,Male_Happy 04
Male_Happy 05,Happy,Male,Male_Base,Male,left,99.0,86.0,86.0,8,21.0,21.0,13.0,1,215,107,Male_Happy 05
Male_Happy 05,Happy,Male,Male_Base,Male,right,116.0,128.0,131.0,9,21.0,24.0,15.0,1,215,107,Male_Happy 05
Male_Happy Elated,Happy Elated,Male,Male_Base,Male,left,101.0,89.0,89.0,6,18.0,18.0,12.0,1,215,107,Male_Happy Elated
Male_Happy Elated,Happy Elated,Male,Male_Base,Male,right,108.0,159.0,160.0,1,52.0,53.0,52.0,1,215,107,Male_Happy Elated
Male_Happy Perky,Happy Perky,Male,Male_Base,Male,left,101.0,89.0,80.0,6,18.0,27.0,21.0,1,215,107,Male_Happy Perky
Male_Happy Perky,Happy Perky,Male,Male_Base,Male,right,108.0,118.0,130.0,1,11.0,23.0,22.0,1,215,107,Male_Happy Perky
Male_Happy So Peaceful,Happy So Peaceful,Male,Male_Base,Male,left,100.0,49.0,44.0,7,58.0,63.0,56.0,1,215,107,Male_Happy So Peaceful
Male_Happy So Peaceful,Happy So Peaceful,Male,Male_Base,Male,right,110.0,173.0,173.0,3,66.0,66.0,63.0,1,215,107,Male_Happy So Peaceful
Male_Humiliated,Humiliated,Male,Male_Base,Male,left,99.0,95.0,86.0,8,12.0,21.0,13.0,1,215,107,Male_Humiliated
Male_Humiliated,Humiliated,Male,Male_Base,Male,right,115.0,121.0,123.0,8,14.0,16.0,8.0,1,215,107,Male_Humiliated
Male_Insanity Deranged,Insanity Deranged,Male,Male_Base,Male,left,101.0,91.0,91.0,6,16.0,16.0,10.0,1,215,107,Male_Insanity Deranged
Male_Insanity Deranged,Insanity Deranged,Male,Male_Base,Male,right,108.0,140.0,148.0,1,33.0,41.0,40.0,1,215,107,Male_Insanity Deranged
Male_Insanity Go Cucko,Insanity Go Cucko,Male,Male_Base,Male,left,103.0,84.0,77.0,4,23.0,30.0,26.0,1,215,107,Male_Insanity Go Cucko
Male_Insanity Go Cucko,Insanity Go Cucko,Male,Male_Base,Male,right,108.0,124.0,125.0,1,17.0,18.0,17.0,1,215,107,Male_Insanity Go Cucko
Male_Insanity Going Crazy,Insanity Going Crazy,Male,Male_Base,Male,left,97.0,71.0,70.0,10,36.0,37.0,27.0,1,215,107,Male_Insanity Going Crazy
Male_Insanity Going Crazy,Insanity Going Crazy,Male,Male_Base,Male,right,112.0,146.0,146.0,5,39.0,39.0,34.0,1,215,107,Male_Insanity Going Crazy
Male_Insanity Hostile,Insanity Hostile,Male,Male_Base,Male,left,100.0,82.0,81.0,7,25.0,26.0,19.0,1,215,107,Male_Insanity Hostile
Male_Insanity Hostile,Insanity Hostile,Male,Male_Base,Male,right,110.0,141.0,145.0,3,34.0,38.0,35.0,1,215,107,Male_Insanity Hostile
Male_Insanity Lunatic,Insanity Lunatic,Male,Male_Base,Male,left,101.0,101.0,98.0,6,6.0,9.0,3.0,1,215,107,Male_Insanity Lunatic
Male_Insanity Lunatic,Insanity Lunatic,Male,Male_Base,Male,right,108.0,143.0,148.0,1,36.0,41.0,40.0,1,215,107,Male_Insanity Lunatic
Male_Joy 01,Joy,Male,Male_Base,Male,left,102.0,96.0,95.0,5,11.0,12.0,7.0,1,215,107,Male_Joy 01
Male_Joy 01,Joy,Male,Male_Base,Male,right,113.0,117.0,119.0,6,10.0,12.0,6.0,1,215,107,Male_Joy 01
Male_Joy 02,Joy,Male,Male_Base,Male,left,103.0,86.0,75.0,4,21.0,32.0,28.0,1,215,107,Male_Joy 02
Male_Joy 02,Joy,Male,Male_Base,Male,right,113.0,127.0,128.0,6,20.0,21.0,15.0,1,215,107,Male_Joy 02
Male_Joy 03,Joy,Male,Male_Base,Male,left,97.0,21.0,21.0,10,86.0,86.0,76.0,1,215,107,Male_Joy 03
Male_Joy 03,Joy,Male,Male_Base,Male,right,117.0,153.0,155.0,10,46.0,48.0,38.0,1,215,107,Male_Joy 03
Male_Joy 04,Joy,Male,Male_Base,Male,left,100.0,95.0,94.0,7,12.0,13.0,6.0,1,215,107,Male_Joy 04
Male_Joy 04,Joy,Male,Male_Base,Male,right,116.0,121.0,121.0,9,14.0,14.0,5.0,1,215,107,Male_Joy 04
Male_Joy 05,Joy,Male,Male_Base,Male,left,99.0,86.0,76.0,8,21.0,31.0,23.0,1,215,107,Male_Joy 05
Male_Joy 05,Joy,Male,Male_Base,Male,right,117.0,121.0,122.0,10,14.0,15.0,5.0,1,215,107,Male_Joy 05
Male_Judgemental 01,Judgemental,Male,Male_Base,Male,left,98.0,96.0,96.0,9,11.0,11.0,2.0,1,215,107,Male_Judgemental 01
Male_Judgemental 01,Judgemental,Male,Male_Base,Male,right,117.0,124.0,127.0,10,17.0,20.0,10.0,1,215,107,Male_Judgemental 01
Male_Judgemental 02,Judgemental,Male,Male_Base,Male,left,100.0,91.0,89.0,7,16.0,18.0,11.0,1,215,107,Male_Judgemental 02
Male_Judgemental 02,Judgemental,Male,Male_Base,Male,right,114.0,112.0,114.0,7,5.0,7.0,0.0,0,215,107,Male_Judgemental 02
Male_Judgemental 03,Judgemental,Male,Male_Base,Male,left,100.0,91.0,91.0,7,16.0,16.0,9.0,1,215,107,Male_Judgemental 03
Male_Judgemental 03,Judgemental,Male,Male_Base,Male,right,115.0,126.0,127.0,8,19.0,20.0,12.0,1,215,107,Male_Judgemental 03
Male_Judgemental 04,Judgemental,Male,Male_Base,Male,left,101.0,98.0,97.0,6,9.0,10.0,4.0,1,215,107,Male_Judgemental 04
Male_Judgemental 04,Judgemental,Male,Male_Base,Male,right,114.0,121.0,124.0,7,14.0,17.0,10.0,1,215,107,Male_Judgemental 04
Male_Judgemental 05,Judgemental,Male,Male_Base,Male,left,99.0,99.0,91.0,8,8.0,16.0,8.0,1,215,107,Male_Judgemental 05
Male_Judgemental 05,Judgemental,Male,Male_Base,Male,right,117.0,134.0,134.0,10,27.0,27.0,17.0,1,215,107,Male_Judgemental 05
Male_Nervous,Nervous,Male,Male_Base,Male,left,101.0,94.0,92.0,6,13.0,15.0,9.0,1,215,107,Male_Nervous
Male_Nervous,Nervous,Male,Male_Base,Male,right,115.0,119.0,119.0,8,12.0,12.0,4.0,1,215,107,Male_Nervous
Male_Pain 01,Pain,Male,Male_Base,Male,left,100.0,91.0,91.0,7,16.0,16.0,9.0,1,215,107,Male_Pain 01
Male_Pain 01,Pain,Male,Male_Base,Male,right,113.0,129.0,129.0,6,22.0,22.0,16.0,1,215,107,Male_Pain 01
Male_Pain 02,Pain,Male,Male_Base,Male,left,105.0,62.0,62.0,2,45.0,45.0,43.0,1,215,107,Male_Pain 02
Male_Pain 02,Pain,Male,Male_Base,Male,right,110.0,136.0,150.0,3,29.0,43.0,40.0,1,215,107,Male_Pain 02
Male_Pain 03,Pain,Male,Male_Base,Male,left,100.0,95.0,93.0,7,12.0,14.0,7.0,1,215,107,Male_Pain 03
Male_Pain 03,Pain,Male,Male_Base,Male,right,114.0,120.0,120.0,7,13.0,13.0,6.0,1,215,107,Male_Pain 03
Male_Pain 04,Pain,Male,Male_Base,Male,left,100.0,67.0,67.0,7,40.0,40.0,33.0,1,215,107,Male_Pain 04
Male_Pain 04,Pain,Male,Male_Base,Male,right,114.0,139.0,140.0,7,32.0,33.0,26.0,1,215,107,Male_Pain 04
Male_Pain 05,Pain,Male,Male_Base,Male,left,100.0,87.0,87.0,7,20.0,20.0,13.0,1,215,107,Male_Pain 05
Male_Pain 05,Pain,Male,Male_Base,Male,right,117.0,127.0,127.0,10,20.0,20.0,10.0,1,215,107,Male_Pain 05
Male_Pain Illness,Pain Illness,Male,Male_Base,Male,left,100.0,88.0,88.0,7,19.0,19.0,12.0,1,215,107,Male_Pain Illness
Male_Pain Illness,Pain Illness,Male,Male_Base,Male,right,108.0,152.0,152.0,1,45.0,45.0,44.0,1,215,107,Male_Pain Illness
Male_Playful 01,Playful,Male,Male_Base,Male,left,99.0,98.0,96.0,8,9.0,11.0,3.0,1,215,107,Male_Playful 01
Male_Playful 01,Playful,Male,Male_Base,Male,right,114.0,117.0,117.0,7,10.0,10.0,3.0,1,215,107,Male_Playful 01
Male_Playful 02,Playful,Male,Male_Base,Male,left,101.0,92.0,92.0,6,15.0,15.0,9.0,1,215,107,Male_Playful 02
Male_Playful 02,Playful,Male,Male_Base,Male,right,113.0,130.0,137.0,6,23.0,30.0,24.0,1,215,107,Male_Playful 02
Male_Playful 03,Playful,Male,Male_Base,Male,left,101.0,96.0,96.0,6,11.0,11.0,5.0,1,215,107,Male_Playful 03
Male_Playful 03,Playful,Male,Male_Base,Male,right,113.0,117.0,120.0,6,10.0,13.0,7.0,1,215,107,Male_Playful 03
Male_Playful 04,Playful,Male,Male_Base,Male,left,102.0,95.0,94.0,5,12.0,13.0,8.0,1,215,107,Male_Playful 04
Male_Playful 04,Playful,Male,Male_Base,Male,right,113.0,119.0,120.0,6,12.0,13.0,7.0,1,215,107,Male_Playful 04
Male_Playful 05,Playful,Male,Male_Base,Male,left,101.0,97.0,96.0,6,10.0,11.0,5.0,1,215,107,Male_Playful 05
Male_Playful 05,Playful,Male,Male_Base,Male,right,114.0,114.0,116.0,7,7.0,9.0,2.0,1,215,107,Male_Playful 05
Male_Pleasure Oo So Funny,Pleasure Oo So Funny,Male,Male_Base,Male,left,101.0,102.0,89.0,6,5.0,18.0,12.0,1,215,107,Male_Pleasure Oo So Funny
Male_Pleasure Oo So Funny,Pleasure Oo So Funny,Male,Male_Base,Male,right,108.0,117.0,121.0,1,10.0,14.0,13.0,1,215,107,Male_Pleasure Oo So Funny
Male_Romantic 01,Romantic,Male,Male_Base,Male,left,98.0,95.0,94.0,9,12.0,13.0,4.0,1,215,107,Male_Romantic 01
Male_Romantic 01,Romantic,Male,Male_Base,Male,right,116.0,120.0,121.0,9,13.0,14.0,5.0,1,215,107,Male_Romantic 01
Male_Romantic 02,Romantic,Male,Male_Base,Male,left,101.0,101.0,99.0,6,6.0,8.0,2.0,1,215,107,Male_Romantic 02
Male_Romantic 02,Romantic,Male,Male_Base,Male,right,114.0,112.0,113.0,7,5.0,6.0,-1.0,0,215,107,Male_Romantic 02
Male_Romantic 03,Romantic,Male,Male_Base,Male,left,100.0,101.0,99.0,7,6.0,8.0,1.0,1,215,107,Male_Romantic 03
Male_Romantic 03,Romantic,Male,Male_Base,Male,right,114.0,116.0,116.0,7,9.0,9.0,2.0,1,215,107,Male_Romantic 03
Male_Romantic 04,Romantic,Male,Male_Base,Male,left,101.0,95.0,94.0,6,12.0,13.0,7.0,1,215,107,Male_Romantic 04
Male_Romantic 04,Romantic,Male,Male_Base,Male,right,114.0,114.0,117.0,7,7.0,10.0,3.0,1,215,107,Male_Romantic 04
Male_Romantic 05,Romantic,Male,Male_Base,Male,left,101.0,98.0,95.0,6,9.0,12.0,6.0,1,215,107,Male_Romantic 05
Male_Romantic 05,Romantic,Male,Male_Base,Male,right,114.0,115.0,117.0,7,8.0,10.0,3.0,1,215,107,Male_Romantic 05
Male_S Wink 02,S Wink,Male,Male_Base,Male,left,97.0,53.0,50.0,10,54.0,57.0,47.0,1,215,107,Male_S Wink 02
Male_S Wink 02,S Wink,Male,Male_Base,Male,right,117.0,138.0,138.0,10,31.0,31.0,21.0,1,215,107,Male_S Wink 02
Male_Sad 01,Sad,Male,Male_Base,Male,left,100.0,95.0,89.0,7,12.0,18.0,11.0,1,215,107,Male_Sad 01
Male_Sad 01,Sad,Male,Male_Base,Male,right,114.0,116.0,118.0,7,9.0,11.0,4.0,1,215,107,Male_Sad 01
Male_Sad 02,Sad,Male,Male_Base,Male,left,100.0,95.0,89.0,7,12.0,18.0,11.0,1,215,107,Male_Sad 02
Male_Sad 02,Sad,Male,Male_Base,Male,right,114.0,113.0,115.0,7,6.0,8.0,1.0,1,215,107,Male_Sad 02
Male_Sad 03,Sad,Male,Male_Base,Male,left,99.0,87.0,74.0,8,20.0,33.0,25.0,1,215,107,Male_Sad 03
Male_Sad 03,Sad,Male,Male_Base,Male,right,116.0,146.0,146.0,9,39.0,39.0,30.0,1,215,107,Male_Sad 03
Male_Sad 04,Sad,Male,Male_Base,Male,left,100.0,102.0,100.0,7,5.0,7.0,0.0,0,215,107,Male_Sad 04
Male_Sad 04,Sad,Male,Male_Base,Male,right,117.0,118.0,118.0,10,11.0,11.0,1.0,1,215,107,Male_Sad 04
Male_Sad 05,Sad,Male,Male_Base,Male,left,100.0,101.0,97.0,7,6.0,10.0,3.0,1,215,107,Male_Sad 05
Male_Sad 05,Sad,Male,Male_Base,Male,right,114.0,113.0,115.0,7,6.0,8.0,1.0,1,215,107,Male_Sad 05
Male_Scream,Scream,Male,Male_Base,Male,left,101.0,99.0,99.0,6,8.0,8.0,2.0,1,215,107,Male_Scream
Male_Scream,Scream,Male,Male_Base,Male,right,113.0,125.0,127.0,6,18.0,20.0,14.0,1,215,107,Male_Scream
Male_Seriousness 01,Seriousness,Male,Male_Base,Male,left,101.0,102.0,100.0,6,5.0,7.0,1.0,1,215,107,Male_Seriousness 01
