folder,expression,A_left,C_left,B_left,A_left_detected,C_left_detected,B_left_detected,ordering_left,A_to_C_gap_left,C_to_B_gap_left,A_to_B_gap_left,A_reason_left,C_reason_left,B_reason_left,A_right,C_right,B_right,A_right_detected,C_right_detected,B_right_detected,ordering_right,A_to_C_gap_right,C_to_B_gap_right,A_to_B_gap_right,A_reason_right,C_reason_right,B_reason_right
Female_Happy 05,Happy,96.0,90.0,89.0,True,True,True,B<C<A,6.0,1.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,131.0,136.0,True,True,True,A<C<B,13.0,5.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Happy Elated,Happy Elated,97.0,85.0,84.0,True,True,True,B<C<A,12.0,1.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,144.0,144.0,True,True,True,A<C=B,29.0,0.0,29.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Happy Perky,Happy Perky,99.0,83.0,83.0,True,True,True,C=B<A,16.0,0.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,108.0,131.0,131.0,True,True,True,A<C=B,23.0,0.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Happy So Peaceful,Happy So Peaceful,96.0,59.0,59.0,True,True,True,C=B<A,37.0,0.0,37.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,152.0,155.0,True,True,True,A<C<B,37.0,3.0,40.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Humiliated,Humiliated,98.0,95.0,86.0,True,True,True,B<C<A,3.0,9.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,138.0,138.0,True,True,True,A<C=B,24.0,0.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Insanity Deranged,Insanity Deranged,99.0,65.0,64.0,True,True,True,B<C<A,34.0,1.0,35.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,184.0,191.0,True,True,True,A<C<B,72.0,7.0,79.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Insanity Go Cuckoo,Insanity Go Cuckoo,98.0,86.0,86.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,132.0,132.0,True,True,True,A<C=B,14.0,0.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Insanity Going Crazy,Insanity Going Crazy,95.0,83.0,83.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,133.0,136.0,True,True,True,A<C<B,15.0,3.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Insanity Hostile,Insanity Hostile,98.0,67.0,51.0,True,True,True,B<C<A,31.0,16.0,47.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,162.0,174.0,True,True,True,A<C<B,48.0,12.0,60.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Insanity Lunatic,Insanity Lunatic,99.0,94.0,92.0,True,True,True,B<C<A,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,110.0,128.0,128.0,True,True,True,A<C=B,18.0,0.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Joy 01,Joy,98.0,96.0,93.0,True,True,True,B<C<A,2.0,3.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,114.0,115.0,True,True,True,C<B<A,2.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Joy 02,Joy,97.0,82.0,67.0,True,True,True,B<C<A,15.0,15.0,30.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,146.0,146.0,True,True,True,A<C=B,29.0,0.0,29.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Joy 03,Joy,95.0,59.0,59.0,True,True,True,C=B<A,36.0,0.0,36.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,157.0,162.0,True,True,True,A<C<B,37.0,5.0,42.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Joy 04,Joy,98.0,98.0,96.0,True,True,True,B<A=C,0.0,2.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,131.0,132.0,True,True,True,A<C<B,13.0,1.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Joy 05,Joy,96.0,48.0,39.0,True,True,True,B<C<A,48.0,9.0,57.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,129.0,142.0,True,True,True,A<C<B,9.0,13.0,22.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Judgemental 01,Judgemental,97.0,92.0,92.0,True,True,True,C=B<A,5.0,0.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,118.0,124.0,True,True,True,A<C<B,3.0,6.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Judgemental 02,Judgemental,100.0,99.0,95.0,True,True,True,B<C<A,1.0,4.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,113.0,119.0,True,True,True,C<A<B,4.0,6.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Judgemental 03,Judgemental,99.0,85.0,82.0,True,True,True,B<C<A,14.0,3.0,17.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,119.0,120.0,True,True,True,A<C<B,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Judgemental 04,Judgemental,97.0,87.0,87.0,True,True,True,C=B<A,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,136.0,146.0,True,True,True,A<C<B,17.0,10.0,27.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Judgemental 05,Judgemental,98.0,98.0,93.0,True,True,True,B<A=C,0.0,5.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,112.0,131.0,136.0,True,True,True,A<C<B,19.0,5.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Nervous,Nervous,98.0,95.0,89.0,True,True,True,B<C<A,3.0,6.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,118.0,120.0,True,True,True,A=C<B,0.0,2.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain 01,Pain,98.0,86.0,86.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,141.0,141.0,True,True,True,A<C=B,23.0,0.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain 02,Pain,97.0,50.0,22.0,True,True,True,B<C<A,47.0,28.0,75.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,152.0,178.0,True,True,True,A<C<B,34.0,26.0,60.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain 03,Pain,99.0,98.0,92.0,True,True,True,B<C<A,1.0,6.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,127.0,127.0,True,True,True,A<C=B,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain 04,Pain,98.0,88.0,72.0,True,True,True,B<C<A,10.0,16.0,26.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,149.0,149.0,True,True,True,A<C=B,31.0,0.0,31.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain 05,Pain,98.0,86.0,86.0,True,True,True,C=B<A,12.0,0.0,12.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,135.0,142.0,True,True,True,A<C<B,15.0,7.0,22.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pain Illness,Pain Illness,97.0,63.0,63.0,True,True,True,C=B<A,34.0,0.0,34.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,110.0,156.0,163.0,True,True,True,A<C<B,46.0,7.0,53.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Playful 01,Playful,97.0,93.0,86.0,True,True,True,B<C<A,4.0,7.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,130.0,130.0,True,True,True,A<C=B,14.0,0.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Playful 02,Playful,100.0,90.0,86.0,True,True,True,B<C<A,10.0,4.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,132.0,132.0,True,True,True,A<C=B,16.0,0.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Playful 03,Playful,99.0,100.0,98.0,True,True,True,B<A<C,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,123.0,127.0,True,True,True,A<C<B,4.0,4.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Playful 04,Playful,99.0,94.0,92.0,True,True,True,B<C<A,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,131.0,131.0,True,True,True,A<C=B,17.0,0.0,17.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Playful 05,Playful,97.0,98.0,96.0,True,True,True,B<A<C,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,117.0,123.0,True,True,True,A=C<B,0.0,6.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Pleasure Oo So Funny,Pleasure Oo So Funny,98.0,97.0,95.0,True,True,True,B<C<A,1.0,2.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,117.0,118.0,True,True,True,A<C<B,4.0,1.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Romantic 01,Romantic,95.0,84.0,81.0,True,True,True,B<C<A,11.0,3.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,125.0,141.0,True,True,True,A<C<B,7.0,16.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Romantic 02,Romantic,99.0,100.0,97.0,True,True,True,B<A<C,1.0,3.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,115.0,117.0,True,True,True,C<A=B,2.0,2.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Romantic 03,Romantic,97.0,96.0,96.0,True,True,True,C=B<A,1.0,0.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,135.0,137.0,True,True,True,A<C<B,18.0,2.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Romantic 04,Romantic,98.0,81.0,81.0,True,True,True,C=B<A,17.0,0.0,17.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,127.0,131.0,True,True,True,A<C<B,9.0,4.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Romantic 05,Romantic,98.0,100.0,97.0,True,True,True,B<A<C,2.0,3.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,114.0,116.0,True,True,True,C<A=B,2.0,2.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_S Wink 02,S Wink,93.0,43.0,42.0,True,True,True,B<C<A,50.0,1.0,51.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,170.0,170.0,True,True,True,A<C=B,50.0,0.0,50.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sad 01,Sad,98.0,100.0,95.0,True,True,True,B<A<C,2.0,5.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,116.0,119.0,True,True,True,C<A<B,1.0,3.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sad 02,Sad,98.0,100.0,96.0,True,True,True,B<A<C,2.0,4.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,119.0,125.0,True,True,True,A<C<B,2.0,6.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sad 03,Sad,96.0,96.0,81.0,True,True,True,B<A=C,0.0,15.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,154.0,161.0,True,True,True,A<C<B,35.0,7.0,42.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sad 04,Sad,98.0,99.0,98.0,True,True,True,A=B<C,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,121.0,126.0,True,True,True,A<C<B,5.0,5.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sad 05,Sad,99.0,96.0,96.0,True,True,True,C=B<A,3.0,0.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,111.0,118.0,True,True,True,C<A<B,6.0,7.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Scream,Scream,98.0,94.0,94.0,True,True,True,C=B<A,4.0,0.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,133.0,133.0,True,True,True,A<C=B,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Seriousness 01,Seriousness,99.0,102.0,100.0,True,True,True,A<B<C,3.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,111.0,115.0,True,True,True,C<B<A,6.0,4.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Seriousness 02,Seriousness,98.0,92.0,91.0,True,True,True,B<C<A,6.0,1.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,119.0,121.0,True,True,True,A<C<B,1.0,2.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Seriousness 03,Seriousness,98.0,100.0,98.0,True,True,True,A=B<C,2.0,2.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,107.0,119.0,True,True,True,C<A<B,9.0,12.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Seriousness 04,Seriousness,98.0,93.0,91.0,True,True,True,B<C<A,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,120.0,121.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Seriousness 05,Seriousness,99.0,84.0,83.0,True,True,True,B<C<A,15.0,1.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,119.0,120.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Silly 01,Silly,99.0,86.0,86.0,True,True,True,C=B<A,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,128.0,128.0,True,True,True,A<C=B,11.0,0.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Silly 02,Silly,98.0,74.0,74.0,True,True,True,C=B<A,24.0,0.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,131.0,140.0,True,True,True,A<C<B,11.0,9.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Silly 03,Silly,98.0,73.0,73.0,True,True,True,C=B<A,25.0,0.0,25.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,135.0,140.0,True,True,True,A<C<B,17.0,5.0,22.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Silly 04,Silly,94.0,81.0,74.0,True,True,True,B<C<A,13.0,7.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,122.0,154.0,154.0,True,True,True,A<C=B,32.0,0.0,32.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Silly 05,Silly,98.0,91.0,91.0,True,True,True,C=B<A,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,157.0,159.0,True,True,True,A<C<B,39.0,2.0,41.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy,Sleepy,94.0,72.0,72.0,True,True,True,C=B<A,22.0,0.0,22.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,131.0,131.0,True,True,True,A<C=B,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy 01,Sleepy,96.0,32.0,32.0,True,True,True,C=B<A,64.0,0.0,64.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,182.0,182.0,True,True,True,A<C=B,62.0,0.0,62.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy 02,Sleepy,96.0,97.0,96.0,True,True,True,A=B<C,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,122.0,129.0,True,True,True,A<C<B,4.0,7.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy 03,Sleepy,96.0,87.0,86.0,True,True,True,B<C<A,9.0,1.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,127.0,127.0,True,True,True,A<C=B,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy 04,Sleepy,96.0,75.0,72.0,True,True,True,B<C<A,21.0,3.0,24.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,145.0,145.0,True,True,True,A<C=B,26.0,0.0,26.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Sleepy 05,Sleepy,97.0,95.0,91.0,True,True,True,B<C<A,2.0,4.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,119.0,119.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Subtle 01,Subtle,97.0,94.0,92.0,True,True,True,B<C<A,3.0,2.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,119.0,120.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Subtle 02,Subtle,98.0,100.0,99.0,True,True,True,A<B<C,2.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,116.0,118.0,True,True,True,C<A=B,2.0,2.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Subtle 03,Subtle,98.0,101.0,98.0,True,True,True,A=B<C,3.0,3.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,112.0,118.0,True,True,True,C<A<B,5.0,6.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Subtle 04,Subtle,100.0,100.0,99.0,True,True,True,B<A=C,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,117.0,118.0,True,True,True,C<A=B,1.0,1.0,0.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Talking 01,Talking,98.0,97.0,96.0,True,True,True,B<C<A,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,130.0,130.0,True,True,True,A<C=B,11.0,0.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Talking 02,Talking,98.0,88.0,83.0,True,True,True,B<C<A,10.0,5.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,130.0,130.0,True,True,True,A<C=B,11.0,0.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Talking 03,Talking,96.0,84.0,58.0,True,True,True,B<C<A,12.0,26.0,38.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,127.0,127.0,True,True,True,A<C=B,8.0,0.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Talking 04,Talking,98.0,90.0,90.0,True,True,True,C=B<A,8.0,0.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,140.0,141.0,True,True,True,A<C<B,21.0,1.0,22.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Talking 05,Talking,98.0,95.0,94.0,True,True,True,B<C<A,3.0,1.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,121.0,123.0,True,True,True,A<C<B,3.0,2.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Terror,Terror,98.0,78.0,71.0,True,True,True,B<C<A,20.0,7.0,27.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,136.0,141.0,True,True,True,A<C<B,20.0,5.0,25.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Terror Phobia,Terror Phobia,97.0,84.0,84.0,True,True,True,C=B<A,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,133.0,134.0,True,True,True,A<C<B,18.0,1.0,19.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Ulgh,Ulgh,100.0,93.0,44.0,True,True,True,B<C<A,7.0,49.0,56.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,175.0,176.0,True,True,True,A<C<B,59.0,1.0,60.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wicked 01,Wicked,98.0,81.0,79.0,True,True,True,B<C<A,17.0,2.0,19.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,129.0,136.0,True,True,True,A<C<B,11.0,7.0,18.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wicked 02,Wicked,98.0,88.0,87.0,True,True,True,B<C<A,10.0,1.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,132.0,134.0,True,True,True,A<C<B,13.0,2.0,15.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wicked 03,Wicked,99.0,81.0,80.0,True,True,True,B<C<A,18.0,1.0,19.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,142.0,143.0,True,True,True,A<C<B,24.0,1.0,25.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wicked 04,Wicked,97.0,107.0,102.0,True,True,True,A<B<C,10.0,5.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,107.0,114.0,True,True,True,C<B<A,9.0,7.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wicked 05,Wicked,97.0,107.0,107.0,True,True,True,A<C=B,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,107.0,120.0,True,True,True,C<A<B,9.0,13.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_Wink,Wink,98.0,50.0,41.0,True,True,True,B<C<A,48.0,9.0,57.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,119.0,139.0,139.0,True,True,True,A<C=B,20.0,0.0,20.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_With Forehead Wrinkles Angry 01,With Forehead Wrinkles Angry,100.0,98.0,89.0,True,True,True,B<C<A,2.0,9.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,112.0,115.0,True,True,True,C<B<A,4.0,3.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_With Forehead Wrinkles Angry 02,With Forehead Wrinkles Angry,96.0,99.0,80.0,True,True,True,B<A<C,3.0,19.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,120.0,113.0,131.0,True,True,True,C<A<B,7.0,18.0,11.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_With Forehead Wrinkles Angry 03,With Forehead Wrinkles Angry,98.0,91.0,91.0,True,True,True,C=B<A,7.0,0.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,129.0,130.0,True,True,True,A<C<B,13.0,1.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_With Forehead Wrinkles Angry 04,With Forehead Wrinkles Angry,98.0,89.0,89.0,True,True,True,C=B<A,9.0,0.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,127.0,127.0,True,True,True,A<C=B,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_With Forehead Wrinkles Angry 05,With Forehead Wrinkles Angry,95.0,75.0,63.0,True,True,True,B<C<A,20.0,12.0,32.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,134.0,134.0,True,True,True,A<C=B,16.0,0.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_ZMouth Open Horizontal,ZMouth Open Horizontal,97.0,96.0,95.0,True,True,True,B<C<A,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,120.0,125.0,True,True,True,A<C<B,2.0,5.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Female_ZMouth Open Horizontal And Vertical,ZMouth Open Horizontal And Vertical,97.0,84.0,83.0,True,True,True,B<C<A,13.0,1.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,118.0,130.0,131.0,True,True,True,A<C<B,12.0,1.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
